id,originalName,technology,tag,standard
1020034,Avoid hosting HTML code in iframe srcdoc,HTML5,ASCSM-CWE-79,CISQ
1020036,Avoid using onscroll event with autofocus input,HTML5,A3-2013,OWASP
1020036,Avoid using onscroll event with autofocus input,HTML5,ASCSM-CWE-79,CISQ
1020038,Avoid defining and calling functions inside loops,HTML5,** missing tag **,** missing standard **
1020040,Avoid using delete with no object properties,HTML5,ASCMM-MNT-20,CISQ
1020042,Avoid having iframe inside a tag,HTML5,A3-2013,OWASP
1020042,Avoid having iframe inside a tag,HTML5,ASCSM-CWE-79,CISQ
1020044,Avoid using setData in ondragstart with attribute draggable set to true,HTML5,A3-2013,OWASP
1020044,Avoid using setData in ondragstart with attribute draggable set to true,HTML5,ASCSM-CWE-79,CISQ
1020046,Avoid using oninput in body containing input autofocus,HTML5,A3-2013,OWASP
1020046,Avoid using oninput in body containing input autofocus,HTML5,ASCSM-CWE-79,CISQ
1020048,Avoid using source tag in video/audio with event handler,HTML5,A3-2013,OWASP
1020048,Avoid using source tag in video/audio with event handler,HTML5,ASCSM-CWE-79,CISQ
1020050,"Avoid white-listing the ""dirname"" attribute in user generated content",HTML5,A3-2013,OWASP
1020050,"Avoid white-listing the ""dirname"" attribute in user generated content",HTML5,ASCSM-CWE-79,CISQ
1020052,Avoid using import with external URI,HTML5,A3-2013,OWASP
1020052,Avoid using import with external URI,HTML5,ASCSM-CWE-79,CISQ
1020054,Avoid using delete on arrays,HTML5,** missing tag **,** missing standard **
1020056,Avoid using Javascript Document.all collection,HTML5,ASCPEM-PRF-4,CISQ
1020058,Avoid using eval(),HTML5,A1-2013,OWASP
1020058,Avoid using eval(),HTML5,A1-2017,OWASP
1020058,Avoid using eval(),HTML5,ASCSM-CWE-78,CISQ
1020060,Avoid using console.log(),HTML5,A6-2013,OWASP
1020060,Avoid using console.log(),HTML5,A6-2017,OWASP
1020062,Avoid using non thread-safe Javascript singleton pattern,HTML5,** missing tag **,** missing standard **
1020064,Avoid Superclass knowing Subclass in Javascript,HTML5,ASCRM-RLB-14,CISQ
1020066,Avoid using Javascript Function constructor,HTML5,** missing tag **,** missing standard **
1020068,Avoid return statement in finally block,HTML5,ASCMM-MNT-1,CISQ
1020070,Avoid hardcoded network resource names in Javascript,HTML5,ASCRM-RLB-18,CISQ
1020072,Avoid direct access to Database Tables in Javascript,HTML5,ASCPEM-PRF-9,CISQ
1020074,"Avoid enabling autocomplete ""on"" for inputs/forms",HTML5,A3-2013,OWASP
1020074,"Avoid enabling autocomplete ""on"" for inputs/forms",HTML5,ASCSM-CWE-79,CISQ
1020076,Avoid Artifacts with too many parameters (Javascript),HTML5,** missing tag **,** missing standard **
1020078,Avoid using setTimeout(),HTML5,ASCSM-CWE-78,CISQ
1020080,Avoid using setInterval(),HTML5,ASCSM-CWE-78,CISQ
1020082,Avoid undocumented Functions,HTML5,** missing tag **,** missing standard **
1020084,Avoid unreferenced Functions,HTML5,** missing tag **,** missing standard **
1020086,Avoid Functions having a very low Comment/Code ratio,HTML5,** missing tag **,** missing standard **
1020088,Avoid Artifacts with lines longer than X characters,HTML5,** missing tag **,** missing standard **
1020090,Avoid Artifacts with High Depth of Code,HTML5,** missing tag **,** missing standard **
1020092,Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),HTML5,** missing tag **,** missing standard **
1020094,Avoid creating cookie without setting httpOnly option (Javascript),HTML5,** missing tag **,** missing standard **
1020096,Avoid using unsecured cookie (Javascript),HTML5,AIP-GDPR,AIP
1020098,Avoid creating cookie with overly broad path (Javascript),HTML5,** missing tag **,** missing standard **
1020100,Avoid having cookie with an overly broad domain (Javascript),HTML5,** missing tag **,** missing standard **
1020300,Avoid using the call of web service $.ajax inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020302,Avoid using element type in jQuery,HTML5,ASCPEM-PRF-4,CISQ
1020304,Implement success and error callbacks when using jquery web service call,HTML5,ASCRM-RLB-1,CISQ
1020304,Implement success and error callbacks when using jquery web service call,HTML5,ASCSM-CWE-396,CISQ
1020304,Implement success and error callbacks when using jquery web service call,HTML5,ASCSM-CWE-397,CISQ
1020306,Always use find for Id->Child nested selectors,HTML5,ASCPEM-PRF-4,CISQ
1020308,Always cache the returned objects in variables to be reused,HTML5,ASCPEM-PRF-4,CISQ
1020310,"Use ""type="" to select elements by type",HTML5,ASCPEM-PRF-4,CISQ
1020312,Avoid use of anonymous functions to attach events,HTML5,ASCMM-MNT-20,CISQ
1020314,Avoid using css() of many elements,HTML5,ASCPEM-PRF-4,CISQ
1020316,Avoid Universal Selectors,HTML5,ASCPEM-PRF-4,CISQ
1020318,Avoid using jQuery deprecated methods,HTML5,ASCMM-MNT-20,CISQ
1020320,Avoid using jQuery $.cookie,HTML5,** missing tag **,** missing standard **
1020322,Avoid using Ajax method without dataType before jQuery 3.0,HTML5,** missing tag **,** missing standard **
1020324,Avoid using dialog with closeText parameter before jQuery UI 1.12,HTML5,** missing tag **,** missing standard **
1020500,Avoid the use of the default JavaScript implementation [].forEach in AngularJS web app,HTML5,ASCMM-MNT-20,CISQ
1020500,Avoid the use of the default JavaScript implementation [].forEach in AngularJS web app,HTML5,ASCSM-CWE-835,CISQ
1020502,Avoid the use of JSON.parse and JSON.stringify in AngularJS web app,HTML5,ASCRM-CWE-252-data,CISQ
1020504,Avoid using the call of web service with AngularJS $http inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020506,Avoid using $scope in controllers,HTML5,** missing tag **,** missing standard **
1020508,Use Angular wrapper service $document,HTML5,ASCMM-MNT-20,CISQ
1020510,Use Angular wrapper service $window,HTML5,ASCMM-MNT-20,CISQ
1020512,Use Angular wrapper service $timeout,HTML5,** missing tag **,** missing standard **
1020514,Only use the angular.isUndefined or angular.isDefined methods in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020516,Avoid using Javascript Array typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020516,Avoid using Javascript Array typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020516,Avoid using Javascript Array typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020518,Avoid using Javascript Date typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020518,Avoid using Javascript Date typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020518,Avoid using Javascript Date typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020520,Avoid using Javascript Function typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020520,Avoid using Javascript Function typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020520,Avoid using Javascript Function typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020522,Avoid using Javascript String typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020522,Avoid using Javascript String typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020522,Avoid using Javascript String typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020524,Avoid using Javascript Object typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020524,Avoid using Javascript Object typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020524,Avoid using Javascript Object typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020526,Avoid using Javascript Number typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020526,Avoid using Javascript Number typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020526,Avoid using Javascript Number typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020528,Avoid using Javascript Regexp typecheck in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020528,Avoid using Javascript Regexp typecheck in AngularJS application,HTML5,ASCRM-CWE-252-data,CISQ
1020528,Avoid using Javascript Regexp typecheck in AngularJS application,HTML5,ASCRM-CWE-704,CISQ
1020530,Avoid using !angular.isUndefined() and !angular.isDefined() in AngularJS application,HTML5,ASCMM-MNT-20,CISQ
1020532,Use Angular factory() instead of service(),HTML5,** missing tag **,** missing standard **
1020534,Avoid using a web service with AngularJS $resource inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020536,"Avoid using $ or jQuery, use angular.element instead",HTML5,ASCMM-MNT-20,CISQ
1020538,Avoid wrapping angular.element objects with jQuery or $,HTML5,ASCMM-MNT-20,CISQ
1020540,Avoid using $http success and error function,HTML5,ASCRM-CWE-396,CISQ
1020540,Avoid using $http success and error function,HTML5,ASCRM-CWE-397,CISQ
1020540,Avoid using $http success and error function,HTML5,ASCRM-RLB-1,CISQ
1020542,Enable Content Security Policy when creating an AngularJS application,HTML5,A3-2013,OWASP
1020542,Enable Content Security Policy when creating an AngularJS application,HTML5,ASCSM-CWE-79,CISQ
1020542,Enable Content Security Policy when creating an AngularJS application,HTML5,CWE-79,CWE
1020544,Avoid disabling Strict Contextual Escaping (SCE) when created,HTML5,A3-2013,OWASP
1020544,Avoid disabling Strict Contextual Escaping (SCE) when created,HTML5,ASCSM-CWE-79,CISQ
1020546,Avoid using unsanitized AngularJS application,HTML5,A3-2013,OWASP
1020546,Avoid using unsanitized AngularJS application,HTML5,ASCSM-CWE-79,CISQ
1020546,Avoid using unsanitized AngularJS application,HTML5,CWE-79,CWE
1020548,Avoid disabling withCredentials option for the httpProvider,HTML5,A3-2013,OWASP
1020548,Avoid disabling withCredentials option for the httpProvider,HTML5,ASCSM-CWE-79,CISQ
1020548,Avoid disabling withCredentials option for the httpProvider,HTML5,CWE-79,CWE
1020700,Avoid the lack of error handling in the Node.js callbacks,HTML5,ASCRM-CWE-396,CISQ
1020700,Avoid the lack of error handling in the Node.js callbacks,HTML5,ASCRM-CWE-397,CISQ
1020702,Avoid using process.exit(),HTML5,A1-2013,OWASP
1020702,Avoid using process.exit(),HTML5,A1-2017,OWASP
1020702,Avoid using process.exit(),HTML5,ASCRM-RLB-1,CISQ
1020702,Avoid using process.exit(),HTML5,ASCSM-CWE-396,CISQ
1020702,Avoid using process.exit(),HTML5,ASCSM-CWE-397,CISQ
1020704,Avoid using string concatenation when using __dirname and __filename,HTML5,** missing tag **,** missing standard **
1020706,Ensure the Content-Security-Policy is activated,HTML5,A5-2013,OWASP
1020706,Ensure the Content-Security-Policy is activated,HTML5,A6-2017,OWASP
1020708,Ensure the X-Powered-By header is disabled,HTML5,A5-2013,OWASP
1020708,Ensure the X-Powered-By header is disabled,HTML5,A6-2017,OWASP
1020710,Ensure the X-XSS-Protection header is enabled,HTML5,A3-2013,OWASP
1020710,Ensure the X-XSS-Protection header is enabled,HTML5,A5-2013,OWASP
1020710,Ensure the X-XSS-Protection header is enabled,HTML5,A5-2017,OWASP
1020710,Ensure the X-XSS-Protection header is enabled,HTML5,A7-2017,OWASP
1020710,Ensure the X-XSS-Protection header is enabled,HTML5,ASCSM-CWE-79,CISQ
1020712,Ensure the X-Frame-Options header is setup,HTML5,A5-2013,OWASP
1020712,Ensure the X-Frame-Options header is setup,HTML5,A5-2013,OWASP
1020712,Ensure the X-Frame-Options header is setup,HTML5,A6-2017,OWASP
1020714,Avoid having multiple routes for the same path with Node.js Express App,HTML5,ASCPEM-PRF-8,CISQ
1020716,Avoid using the call of web service with Node.js http.get or http.request inside a loop,HTML5,ASCPEM-PRF-8,CISQ
1020718,Ensure that browser cannot cache or store a page,HTML5,A5-2013,OWASP
1020718,Ensure that browser cannot cache or store a page,HTML5,A6-2017,OWASP
1020720,Allow only HTTPS communication,HTML5,A5-2013,OWASP
1020720,Allow only HTTPS communication,HTML5,A6-2017,OWASP
1020722,Ensure to use secure HTTPS protocol,HTML5,A6-2013,OWASP
1020722,Ensure to use secure HTTPS protocol,HTML5,A6-2017,OWASP
1020724,Ensure that marked is sanitized,HTML5,A9-2013,OWASP
1020724,Ensure that marked is sanitized,HTML5,A9-2017,OWASP
1020726,Ensure that CSRF Protection is enabled,HTML5,A8-2013,OWASP
1020726,Ensure that CSRF Protection is enabled,HTML5,A8-2017,OWASP
